,AdapterTime,BidPx,AskPx
5464,2019-03-15 13:41:16.910755,1.13229,1.13237
5465,2019-03-15 13:41:17.355828,1.13234,1.13237
5466,2019-03-15 13:41:17.360926,1.13235,1.13238
5467,2019-03-15 13:41:17.425775,1.13229,1.13238
5468,2019-03-15 13:41:17.551717,1.13229,1.13237
5469,2019-03-15 13:41:17.556691,1.13229,1.13237
5470,2019-03-15 13:41:17.561668,1.13228,1.13236
5471,2019-03-15 13:41:17.566649,1.13229,1.13237
5472,2019-03-15 13:41:17.571665,1.13229,1.13237
5473,2019-03-15 13:41:17.625764,1.13229,1.13237
5474,2019-03-15 13:41:17.721014,1.13228,1.13236
5475,2019-03-15 13:41:17.730775,1.13229,1.13236
5476,2019-03-15 13:41:17.803319,1.13229,1.13237
5477,2019-03-15 13:41:17.808321,1.13229,1.13238
5478,2019-03-15 13:41:17.840748,1.13229,1.13237
5479,2019-03-15 13:41:18.634381,1.13228,1.13236
5480,2019-03-15 13:41:18.639387,1.13228,1.13236
5481,2019-03-15 13:41:19.047039,1.13228,1.13235
5482,2019-03-15 13:41:19.563184,1.13229,1.13236
5483,2019-03-15 13:41:19.570985,1.13229,1.13237
5484,2019-03-15 13:41:19.775398,1.13229,1.13236
5485,2019-03-15 13:41:19.850384,1.13229,1.13236
5486,2019-03-15 13:41:20.581067,1.13229,1.13236
5487,2019-03-15 13:41:20.585969,1.13228,1.13235
5488,2019-03-15 13:41:20.590940,1.13228,1.13235
5489,2019-03-15 13:41:20.595991,1.13229,1.13236
5490,2019-03-15 13:41:20.605847,1.13229,1.13236
5491,2019-03-15 13:41:20.640758,1.13229,1.13236
5492,2019-03-15 13:41:20.645887,1.13229,1.13236
5493,2019-03-15 13:41:20.655954,1.13229,1.13236
5494,2019-03-15 13:41:20.667450,1.13228,1.13235
5495,2019-03-15 13:41:20.726204,1.13229,1.13236
5496,2019-03-15 13:41:20.759698,1.13228,1.13235
5497,2019-03-15 13:41:20.764673,1.13228,1.13235
5498,2019-03-15 13:41:20.895228,1.13228,1.13235
5499,2019-03-15 13:41:21.220895,1.13228,1.13234
5500,2019-03-15 13:41:21.295382,1.13228,1.13235
5501,2019-03-15 13:41:21.309504,1.13227,1.13234
5502,2019-03-15 13:41:21.350913,1.13229,1.13234
5503,2019-03-15 13:41:21.385782,1.13228,1.13234
5504,2019-03-15 13:41:21.400950,1.13228,1.13235
5505,2019-03-15 13:41:21.485826,1.13228,1.13235
5506,2019-03-15 13:41:21.525834,1.13228,1.13235
5507,2019-03-15 13:41:21.645939,1.13229,1.13234
5508,2019-03-15 13:41:21.715784,1.13228,1.13235
5509,2019-03-15 13:41:21.775951,1.13229,1.13234
5510,2019-03-15 13:41:21.800844,1.13228,1.13234
5511,2019-03-15 13:41:21.826200,1.13228,1.13235
5512,2019-03-15 13:41:21.855755,1.13228,1.13235
5513,2019-03-15 13:41:21.865882,1.13229,1.13234
5514,2019-03-15 13:41:21.910763,1.13228,1.13234
5515,2019-03-15 13:41:21.915920,1.13228,1.13235
5516,2019-03-15 13:41:21.955753,1.13228,1.13235
5517,2019-03-15 13:41:21.970918,1.13229,1.13234
5518,2019-03-15 13:41:21.985370,1.13229,1.13234
5519,2019-03-15 13:41:22.020923,1.13228,1.13235
